skills_verified_count,years_experience,age,commute_time_minutes,shift_preference,salary_expectation,has_certifications,education_level,previous_turnovers,family_status,housing_type,has_transport,retention
2,8.9,31,52,2,70906,0,2,0,2,1,0,0
3,1.4,25,148,0,94753,1,0,1,0,1,0,0
9,36.8,58,100,0,59947,0,1,2,2,0,1,1
10,16.6,40,33,1,112576,0,2,1,2,1,1,1
10,5.8,32,128,2,31546,0,1,3,2,0,1,0
1,25.0,57,101,2,130885,0,1,1,2,2,0,0
8,20.3,55,23,1,120897,1,2,5,1,1,0,0
3,4.2,30,180,2,133849,0,2,2,2,1,1,0
7,3.8,30,50,1,142682,0,2,4,1,1,0,0
1,18.5,48,94,2,91139,1,1,2,0,3,1,0
5,16.6,49,86,1,66967,1,0,1,1,1,0,1
8,10.6,43,168,0,96233,1,3,0,3,1,1,0
7,3.8,31,27,1,126282,1,0,0,2,2,0,1
8,19.2,46,118,0,92764,0,1,0,0,1,1,0
8,7.6,37,124,1,89516,1,1,1,3,1,1,0
3,7.4,40,39,2,124992,0,2,1,2,1,1,1
8,3.8,44,143,0,77584,0,1,1,0,1,1,0
1,30.1,54,16,0,42039,0,2,5,0,1,1,1
10,18.0,46,108,2,96496,1,1,2,2,0,1,0
10,6.7,38,97,2,36446,0,1,1,2,0,1,1
7,6.1,29,65,2,101857,0,2,1,1,1,0,0
1,0.0,23,180,0,117258,0,1,1,0,0,1,0
7,15.8,57,13,0,98275,1,3,1,2,2,1,1
3,5.7,27,158,1,147214,0,1,4,1,2,1,0
8,3.3,26,10,0,58207,0,1,2,2,1,1,0
10,18.4,46,125,0,31155,0,0,0,1,1,0,0
4,13.6,39,103,2,92476,0,2,2,1,2,1,0
0,7.0,30,28,1,119274,0,3,3,0,2,1,0
5,8.0,58,24,2,85284,0,1,1,0,3,0,1
2,12.4,52,16,0,77415,0,0,2,0,1,0,0
0,0.0,21,73,0,79044,0,2,3,1,1,0,0
1,22.1,52,25,2,55889,0,0,1,0,0,1,1
7,31.4,54,146,1,103834,1,2,1,2,1,0,0
5,0.4,21,19,2,95743,0,1,2,3,1,1,0
7,8.3,36,44,1,106726,0,1,1,2,2,0,0
4,8.5,36,141,1,120521,1,1,1,0,1,0,0
3,3.7,50,147,0,48977,0,3,0,1,1,0,0
1,24.0,49,180,2,110510,0,0,2,1,2,0,0
3,6.9,32,40,0,92524,1,3,3,0,1,0,1
4,10.8,60,102,1,124801,1,2,1,0,0,0,0
0,1.8,46,64,2,65255,0,0,0,0,1,0,0
8,1.5,24,137,2,104785,0,1,2,0,1,1,0
6,4.2,43,71,1,34073,1,0,4,1,0,1,1
